Date,Customer_ID,Customer_Name,Channel,Region,Product_Type,SKU_ID,Shelf_Life,Units_Delivered,Units_Sold,Returns_Units,Waste_Units,Net_Sales_Units,Price_per_Unit,Revenue,Cost_per_Unit,Margin_Pct,Promotion,Discount_Rate,Stock_Out,Delivery_Delay,Sales_Rep_Efficiency_Score,Customer_Type,Repeat_Order
2024-10-17,CUST-0128,Tavern Hill #128,Horeca,rural,Lavash,SKU-LV-004,5,69,51,10,2,41,0.76,38.88,0.5,34.41,Yes,15.3,No,0,76.9,Medium,Yes
2024-12-08,CUST-0047,Corner Shop #47,Minimarket,rural,Lavash,SKU-LV-004,5,33,18,8,2,10,0.9,16.2,0.5,44.44,No,0.0,No,0,18.6,Low,No
2024-11-13,CUST-0152,Bistro Verde #152,Horeca,urban,Whole Wheat,SKU-WW-002,4,83,69,5,2,64,1.5,103.5,0.9,40.0,No,0.0,No,0,73.7,High Volume,Yes
2024-07-18,CUST-0080,Bread Haven #80,Bakery Shop,urban,Baguette,SKU-BG-003,1,24,13,6,2,7,1.8,23.4,1.0,44.44,No,0.0,No,0,53.1,Low,No
2024-09-08,CUST-0085,Sweet Crust #85,Bakery Shop,rural,Toast Bread,SKU-TB-005,5,28,14,7,4,7,1.4,19.6,0.8,42.86,No,0.0,No,2,19.3,Low,No
2024-08-06,CUST-0098,SunMart #98,Supermarket,urban,Baguette,SKU-BG-003,1,214,186,23,2,163,1.8,334.8,1.0,44.44,No,0.0,No,0,79.6,High Volume,No
2024-10-12,CUST-0151,Daily Bake #151,Bakery Shop,rural,Lavash,SKU-LV-004,5,37,25,6,2,19,0.9,22.5,0.5,44.44,No,0.0,No,0,54.0,Medium,Yes
2024-12-16,CUST-0112,MegaShop #112,Supermarket,urban,White Bread,SKU-WB-001,3,66,40,13,5,27,1.2,48.0,0.72,40.0,No,0.0,No,0,58.5,Low,Yes
2024-08-11,CUST-0043,MetroMart #43,Supermarket,urban,Lavash,SKU-LV-004,5,309,270,18,5,252,0.9,243.0,0.5,44.44,No,0.0,No,0,80.4,High Volume,Yes
2024-11-21,CUST-0136,NearStop #136,Minimarket,rural,Lavash,SKU-LV-004,5,71,23,0,0,23,0.9,20.7,0.5,44.44,No,0.0,Yes,1,57.5,Medium,No
2024-10-13,CUST-0166,Sweet Crust #166,Bakery Shop,suburban,Whole Wheat,SKU-WW-002,4,61,47,8,1,39,1.5,70.5,0.9,40.0,No,0.0,No,0,58.9,Medium,No
2024-08-10,CUST-0192,Golden Crust #192,Bakery Shop,rural,Toast Bread,SKU-TB-005,5,35,25,6,1,19,1.4,35.0,0.8,42.86,No,0.0,No,0,59.6,Medium,Yes
2024-09-15,CUST-0012,Sunrise Bakery #12,Bakery Shop,urban,Lavash,SKU-LV-004,5,70,56,9,1,47,0.9,50.4,0.5,44.44,No,0.0,No,0,58.7,Medium,Yes
2024-11-07,CUST-0039,Flour House #39,Bakery Shop,suburban,White Bread,SKU-WB-001,3,16,5,0,0,5,1.05,5.23,0.72,31.19,Yes,12.8,Yes,0,38.2,Low,Yes
2024-10-27,CUST-0076,Bistro Verde #76,Horeca,rural,Whole Wheat,SKU-WW-002,4,18,10,4,1,6,1.5,15.0,0.9,40.0,No,0.0,No,0,41.5,Low,Yes
2024-11-06,CUST-0021,Golden Crust #21,Bakery Shop,urban,Baguette,SKU-BG-003,1,59,33,11,10,22,1.8,59.4,1.0,44.44,No,0.0,No,0,39.8,Medium,Yes
2024-07-28,CUST-0110,Plaza Bistro #110,Horeca,urban,Baguette,SKU-BG-003,1,79,56,12,5,44,1.8,100.8,1.0,44.44,No,0.0,No,0,72.3,Medium,Yes
2024-12-09,CUST-0161,Sweet Crust #161,Bakery Shop,urban,Whole Wheat,SKU-WW-002,4,57,42,6,3,36,1.5,63.0,0.9,40.0,No,0.0,No,0,41.5,Medium,No
2024-07-17,CUST-0164,QuickStop #164,Supermarket,urban,Lavash,SKU-LV-004,5,149,49,0,0,49,0.9,44.1,0.5,44.44,No,0.0,Yes,0,41.6,Medium,Yes
2024-08-24,CUST-0052,PocketStore #52,Minimarket,urban,Baguette,SKU-BG-003,1,84,58,14,7,44,1.8,104.4,1.0,44.44,No,0.0,No,0,72.2,Medium,Yes
2024-11-09,CUST-0142,Sweet Crust #142,Bakery Shop,urban,Baguette,SKU-BG-003,1,36,20,9,5,11,1.8,36.0,1.0,44.44,No,0.0,No,0,49.3,Low,Yes
2024-08-29,CUST-0177,Sweet Crust #177,Bakery Shop,rural,White Bread,SKU-WB-001,3,91,76,9,2,67,1.2,91.2,0.72,40.0,No,0.0,No,0,77.2,High Volume,Yes
2024-11-11,CUST-0190,The Breadhouse #190,Horeca,suburban,Whole Wheat,SKU-WW-002,4,15,9,2,1,7,1.5,13.5,0.9,40.0,No,0.0,No,0,46.0,Low,No
2024-12-21,CUST-0162,FreshMart #162,Supermarket,rural,Toast Bread,SKU-TB-005,5,268,228,33,4,195,1.4,319.2,0.8,42.86,No,0.0,No,2,95.9,High Volume,Yes
2024-12-10,CUST-0036,FreshMart #36,Supermarket,urban,Whole Wheat,SKU-WW-002,4,109,85,10,4,75,1.41,120.11,0.9,36.31,Yes,5.8,No,0,51.0,Medium,Yes
2024-09-27,CUST-0077,The Breadhouse #77,Horeca,rural,Lavash,SKU-LV-004,5,41,31,6,1,25,0.76,23.44,0.5,33.86,Yes,16.0,No,0,51.0,Medium,Yes
2024-10-23,CUST-0049,Bistro Verde #49,Horeca,rural,White Bread,SKU-WB-001,3,28,16,7,2,9,1.2,19.2,0.72,40.0,No,0.0,No,0,50.6,Low,No
2024-12-20,CUST-0082,FastCorner #82,Minimarket,suburban,White Bread,SKU-WB-001,3,15,8,3,1,5,1.2,9.6,0.72,40.0,No,0.0,No,0,40.1,Low,No
2024-12-13,CUST-0043,MetroMart #43,Supermarket,urban,White Bread,SKU-WB-001,3,285,228,16,17,212,1.2,273.6,0.72,40.0,No,0.0,No,0,79.7,High Volume,Yes
2024-07-29,CUST-0141,Crispy Corner #141,Bakery Shop,rural,Baguette,SKU-BG-003,1,17,7,4,3,3,1.8,12.6,1.0,44.44,No,0.0,No,0,46.9,Low,Yes
2024-08-07,CUST-0124,FastCorner #124,Minimarket,urban,Whole Wheat,SKU-WW-002,4,23,14,4,2,10,1.27,17.75,0.9,28.99,Yes,15.5,No,0,47.9,Low,Yes
2024-07-02,CUST-0189,LocalBuy #189,Minimarket,suburban,Baguette,SKU-BG-003,1,46,34,8,2,26,1.62,55.14,1.0,38.34,Yes,9.9,No,0,63.4,Medium,Yes
2024-12-23,CUST-0041,FastCorner #41,Minimarket,suburban,White Bread,SKU-WB-001,3,38,28,4,2,24,1.2,33.6,0.72,40.0,No,0.0,No,0,65.3,Medium,Yes
2024-10-14,CUST-0124,FastCorner #124,Minimarket,urban,White Bread,SKU-WB-001,3,14,5,0,0,5,1.2,6.0,0.72,40.0,No,0.0,Yes,0,48.2,Low,Yes
2024-12-16,CUST-0114,Sweet Crust #114,Bakery Shop,urban,Lavash,SKU-LV-004,5,41,31,5,1,26,0.9,27.9,0.5,44.44,No,0.0,No,0,77.7,Medium,Yes
2024-12-30,CUST-0077,The Breadhouse #77,Horeca,rural,Lavash,SKU-LV-004,5,68,47,11,2,36,0.9,42.3,0.5,44.44,No,0.0,No,0,62.6,Medium,Yes
2024-10-22,CUST-0023,Harbor Inn #23,Horeca,urban,Whole Wheat,SKU-WW-002,4,18,10,3,2,7,1.5,15.0,0.9,40.0,No,0.0,No,0,30.3,Low,No
2024-12-20,CUST-0089,Tavern Hill #89,Horeca,suburban,Lavash,SKU-LV-004,5,30,17,6,4,11,0.9,15.3,0.5,44.44,No,0.0,No,1,23.4,Low,No
2024-09-13,CUST-0162,FreshMart #162,Supermarket,rural,Whole Wheat,SKU-WW-002,4,227,195,20,3,175,1.36,265.3,0.9,33.85,Yes,9.3,No,0,88.8,High Volume,Yes
2024-07-07,CUST-0187,Flour House #187,Bakery Shop,urban,Lavash,SKU-LV-004,5,15,8,3,1,5,0.9,7.2,0.5,44.44,No,0.0,No,0,35.6,Low,Yes
2024-09-16,CUST-0129,Bistro Verde #129,Horeca,urban,White Bread,SKU-WB-001,3,55,19,0,0,19,1.2,22.8,0.72,40.0,No,0.0,Yes,0,71.3,Medium,Yes
2024-10-19,CUST-0129,Bistro Verde #129,Horeca,urban,Baguette,SKU-BG-003,1,55,39,10,3,29,1.8,70.2,1.0,44.44,No,0.0,No,0,65.1,Medium,No
2024-09-20,CUST-0088,Harbor Inn #88,Horeca,urban,Toast Bread,SKU-TB-005,5,25,15,4,3,11,1.4,21.0,0.8,42.86,No,0.0,No,1,45.1,Low,No
2024-09-04,CUST-0173,Flour House #173,Bakery Shop,rural,White Bread,SKU-WB-001,3,103,78,9,6,69,1.2,93.6,0.72,40.0,No,0.0,No,0,80.5,High Volume,Yes
2024-07-15,CUST-0153,NearMart #153,Minimarket,rural,Baguette,SKU-BG-003,1,77,46,19,5,27,1.8,82.8,1.0,44.44,No,0.0,No,0,72.0,Medium,Yes
2024-10-16,CUST-0014,Morning Loaf #14,Bakery Shop,urban,Baguette,SKU-BG-003,1,39,25,6,3,19,1.8,45.0,1.0,44.44,No,0.0,No,0,52.6,Medium,Yes
2024-12-17,CUST-0043,MetroMart #43,Supermarket,urban,Toast Bread,SKU-TB-005,5,198,69,0,0,69,1.4,96.6,0.8,42.86,No,0.0,Yes,0,76.2,High Volume,Yes
2024-08-08,CUST-0192,Golden Crust #192,Bakery Shop,rural,White Bread,SKU-WB-001,3,52,33,8,4,25,1.2,39.6,0.72,40.0,No,0.0,No,0,65.9,Medium,Yes
2024-10-22,CUST-0100,Café Central #100,Horeca,urban,Lavash,SKU-LV-004,5,41,29,5,2,24,0.9,26.1,0.5,44.44,No,0.0,No,0,66.1,Medium,Yes
2024-11-17,CUST-0061,Sunrise Bakery #61,Bakery Shop,suburban,Toast Bread,SKU-TB-005,5,42,33,4,1,29,1.4,46.2,0.8,42.86,No,0.0,No,0,66.5,Medium,Yes
2024-07-10,CUST-0027,Plaza Bistro #27,Horeca,urban,Baguette,SKU-BG-003,1,30,15,7,6,8,1.8,27.0,1.0,44.44,No,0.0,No,1,34.0,Low,No
2024-11-02,CUST-0014,Morning Loaf #14,Bakery Shop,urban,Whole Wheat,SKU-WW-002,4,32,22,4,2,18,1.5,33.0,0.9,40.0,No,0.0,No,0,41.0,Medium,Yes
2024-10-23,CUST-0166,Sweet Crust #166,Bakery Shop,suburban,Lavash,SKU-LV-004,5,44,28,4,4,24,0.9,25.2,0.5,44.44,No,0.0,No,0,62.1,Medium,Yes
2024-11-07,CUST-0071,Bread Haven #71,Bakery Shop,rural,Toast Bread,SKU-TB-005,5,113,89,11,3,78,1.4,124.6,0.8,42.86,No,0.0,No,0,82.4,High Volume,Yes
2024-07-14,CUST-0022,CityStore #22,Supermarket,rural,Toast Bread,SKU-TB-005,5,371,321,37,3,284,1.4,449.4,0.8,42.86,No,0.0,No,0,76.3,High Volume,No
2024-12-24,CUST-0019,MiniStop #19,Minimarket,urban,Toast Bread,SKU-TB-005,5,13,8,2,1,6,1.23,9.86,0.8,35.06,Yes,12.0,No,0,33.8,Low,Yes
2024-07-13,CUST-0053,MiniStop #53,Minimarket,suburban,Lavash,SKU-LV-004,5,67,53,6,2,47,0.83,44.17,0.5,40.0,Yes,7.4,No,0,66.5,Medium,Yes
2024-09-19,CUST-0088,Harbor Inn #88,Horeca,urban,Baguette,SKU-BG-003,1,24,11,5,6,6,1.8,19.8,1.0,44.44,No,0.0,No,1,33.4,Low,No
2024-10-23,CUST-0162,FreshMart #162,Supermarket,rural,Toast Bread,SKU-TB-005,5,217,206,11,0,195,1.32,272.54,0.8,39.53,Yes,5.5,No,0,92.5,High Volume,Yes
2024-08-16,CUST-0094,LocalBuy #94,Minimarket,suburban,Toast Bread,SKU-TB-005,5,72,48,8,3,40,1.4,67.2,0.8,42.86,No,0.0,No,0,62.9,Medium,No
2024-07-22,CUST-0103,The Breadhouse #103,Horeca,rural,Baguette,SKU-BG-003,1,10,4,2,3,2,1.8,7.2,1.0,44.44,No,0.0,No,1,33.2,Low,No
2024-11-17,CUST-0174,SunMart #174,Supermarket,rural,White Bread,SKU-WB-001,3,383,321,44,8,277,1.2,385.2,0.72,40.0,No,0.0,No,0,79.6,High Volume,Yes
2024-08-17,CUST-0164,QuickStop #164,Supermarket,urban,White Bread,SKU-WB-001,3,126,66,0,0,66,1.2,79.2,0.72,40.0,No,0.0,Yes,0,43.2,Medium,No
2024-10-17,CUST-0063,FastCorner #63,Minimarket,rural,Toast Bread,SKU-TB-005,5,45,29,8,2,21,1.4,40.6,0.8,42.86,No,0.0,No,0,47.4,Medium,Yes
2024-12-06,CUST-0186,PrimeMart #186,Supermarket,urban,Lavash,SKU-LV-004,5,129,88,13,13,75,0.9,79.2,0.5,44.44,No,0.0,No,1,59.5,Medium,Yes
2024-07-29,CUST-0111,Hotel Royal #111,Horeca,suburban,Baguette,SKU-BG-003,1,41,13,0,0,13,1.8,23.4,1.0,44.44,No,0.0,Yes,0,60.5,Medium,Yes
2024-10-29,CUST-0171,Tavern Hill #171,Horeca,suburban,White Bread,SKU-WB-001,3,11,7,1,1,6,1.05,7.34,0.72,31.35,Yes,12.6,No,0,33.3,Low,Yes
2024-09-22,CUST-0170,Classic Bread #170,Bakery Shop,urban,Baguette,SKU-BG-003,1,110,100,10,0,90,1.8,180.0,1.0,44.44,No,0.0,No,0,86.1,High Volume,Yes
2024-12-03,CUST-0197,Harbor Inn #197,Horeca,rural,Baguette,SKU-BG-003,1,42,27,7,4,20,1.62,43.64,1.0,38.13,Yes,10.2,No,0,66.9,Medium,Yes
2024-07-22,CUST-0045,Golden Crust #45,Bakery Shop,urban,Baguette,SKU-BG-003,1,40,30,5,2,25,1.62,48.6,1.0,38.27,Yes,10.0,No,0,69.6,Medium,Yes
2024-08-05,CUST-0126,DailyMart #126,Minimarket,suburban,Lavash,SKU-LV-004,5,71,53,7,3,46,0.82,43.5,0.5,39.08,Yes,8.8,No,0,71.6,Medium,Yes
2024-12-02,CUST-0163,Corner Shop #163,Minimarket,rural,Toast Bread,SKU-TB-005,5,30,15,6,3,9,1.4,21.0,0.8,42.86,No,0.0,No,0,24.2,Low,No
2024-10-16,CUST-0098,SunMart #98,Supermarket,urban,Lavash,SKU-LV-004,5,343,288,21,9,267,0.9,259.2,0.5,44.44,No,0.0,No,0,74.9,High Volume,Yes
2024-11-09,CUST-0077,The Breadhouse #77,Horeca,rural,Whole Wheat,SKU-WW-002,4,36,26,5,1,21,1.5,39.0,0.9,40.0,No,0.0,No,0,57.1,Medium,Yes
2024-11-01,CUST-0181,FastCorner #181,Minimarket,urban,Baguette,SKU-BG-003,1,53,37,9,4,28,1.69,62.67,1.0,40.96,Yes,5.9,No,0,52.3,Medium,Yes
2024-12-17,CUST-0198,Sweet Crust #198,Bakery Shop,rural,Lavash,SKU-LV-004,5,103,87,11,1,76,0.9,78.3,0.5,44.44,No,0.0,No,0,86.7,High Volume,Yes
2024-08-13,CUST-0090,QuickStop #90,Supermarket,suburban,Whole Wheat,SKU-WW-002,4,180,136,11,8,125,1.5,204.0,0.9,40.0,No,0.0,No,0,73.8,High Volume,Yes
2024-12-05,CUST-0156,Flour House #156,Bakery Shop,rural,Whole Wheat,SKU-WW-002,4,68,51,7,2,44,1.5,76.5,0.9,40.0,No,0.0,No,0,84.0,High Volume,Yes
2024-11-03,CUST-0085,Sweet Crust #85,Bakery Shop,rural,White Bread,SKU-WB-001,3,22,13,5,2,8,1.0,12.99,0.72,27.97,Yes,16.7,No,0,27.0,Low,Yes
2024-11-20,CUST-0146,MiniStop #146,Minimarket,rural,Baguette,SKU-BG-003,1,73,47,17,5,30,1.8,84.6,1.0,44.44,No,0.0,No,0,72.0,Medium,Yes
2024-08-23,CUST-0010,PocketStore #10,Minimarket,urban,Whole Wheat,SKU-WW-002,4,41,30,4,2,26,1.5,45.0,0.9,40.0,No,0.0,No,0,58.8,Medium,Yes
2024-08-25,CUST-0033,SunMart #33,Supermarket,suburban,White Bread,SKU-WB-001,3,37,24,7,3,17,1.2,28.8,0.72,40.0,No,0.0,No,1,48.7,Low,Yes
2024-08-03,CUST-0153,NearMart #153,Minimarket,rural,Whole Wheat,SKU-WW-002,4,45,31,7,1,24,1.5,46.5,0.9,40.0,No,0.0,No,0,76.4,Medium,Yes
2024-12-25,CUST-0045,Golden Crust #45,Bakery Shop,urban,Baguette,SKU-BG-003,1,25,16,4,3,12,1.8,28.8,1.0,44.44,No,0.0,No,0,72.1,Medium,No
2024-09-07,CUST-0062,QuickShop #62,Minimarket,rural,Toast Bread,SKU-TB-005,5,62,41,10,4,31,1.4,57.4,0.8,42.86,No,0.0,No,1,63.3,Medium,Yes
2024-11-28,CUST-0126,DailyMart #126,Minimarket,suburban,Lavash,SKU-LV-004,5,59,42,7,3,35,0.9,37.8,0.5,44.44,No,0.0,No,0,72.1,Medium,Yes
2024-09-05,CUST-0141,Crispy Corner #141,Bakery Shop,rural,Toast Bread,SKU-TB-005,5,25,9,0,0,9,1.4,12.6,0.8,42.86,No,0.0,Yes,1,36.5,Low,Yes
2024-09-18,CUST-0017,Crispy Corner #17,Bakery Shop,urban,Baguette,SKU-BG-003,1,58,25,0,0,25,1.8,45.0,1.0,44.44,No,0.0,Yes,0,69.6,Medium,Yes
2024-09-18,CUST-0042,MetroMart #42,Supermarket,rural,Toast Bread,SKU-TB-005,5,206,165,23,6,142,1.4,231.0,0.8,42.86,No,0.0,No,0,84.5,High Volume,Yes
2024-11-15,CUST-0073,Café Central #73,Horeca,rural,White Bread,SKU-WB-001,3,26,12,6,4,6,1.2,14.4,0.72,40.0,No,0.0,No,0,24.9,Low,Yes
2024-11-17,CUST-0200,Sweet Crust #200,Bakery Shop,urban,Baguette,SKU-BG-003,1,25,15,6,2,9,1.7,25.43,1.0,41.02,Yes,5.8,No,0,37.3,Low,Yes
2024-10-03,CUST-0091,EasyBuy #91,Supermarket,suburban,Toast Bread,SKU-TB-005,5,228,202,12,3,190,1.4,282.8,0.8,42.86,No,0.0,No,0,81.0,High Volume,Yes
2024-08-31,CUST-0158,ExpressGo #158,Minimarket,urban,Baguette,SKU-BG-003,1,76,51,12,8,39,1.8,91.8,1.0,44.44,No,0.0,No,0,65.3,Medium,Yes
2024-07-03,CUST-0035,Golden Crust #35,Bakery Shop,urban,White Bread,SKU-WB-001,3,29,10,0,0,10,1.2,12.0,0.72,40.0,No,0.0,Yes,0,69.2,Medium,Yes
2024-08-22,CUST-0176,MetroMart #176,Supermarket,urban,Lavash,SKU-LV-004,5,289,264,14,3,250,0.76,201.25,0.5,34.41,Yes,15.3,No,0,86.3,High Volume,Yes
2024-10-24,CUST-0033,SunMart #33,Supermarket,suburban,Whole Wheat,SKU-WW-002,4,59,33,12,5,21,1.5,49.5,0.9,40.0,No,0.0,No,0,41.8,Low,No
2024-12-22,CUST-0048,Golden Crust #48,Bakery Shop,suburban,Lavash,SKU-LV-004,5,20,11,3,2,8,0.9,9.9,0.5,44.44,No,0.0,No,0,16.3,Low,Yes
2024-11-06,CUST-0074,Artisan Loaf #74,Bakery Shop,suburban,Baguette,SKU-BG-003,1,19,9,5,3,4,1.8,16.2,1.0,44.44,No,0.0,No,0,46.1,Low,Yes
2024-08-09,CUST-0163,Corner Shop #163,Minimarket,rural,Toast Bread,SKU-TB-005,5,24,11,0,0,11,1.4,15.4,0.8,42.86,No,0.0,Yes,0,29.8,Low,Yes
2024-10-18,CUST-0076,Bistro Verde #76,Horeca,rural,Toast Bread,SKU-TB-005,5,26,12,6,4,6,1.4,16.8,0.8,42.86,No,0.0,No,1,31.5,Low,No
2024-07-05,CUST-0016,Golden Crust #16,Bakery Shop,rural,Toast Bread,SKU-TB-005,5,27,14,6,3,8,1.4,19.6,0.8,42.86,No,0.0,No,0,46.8,Low,No
2024-09-06,CUST-0019,MiniStop #19,Minimarket,urban,White Bread,SKU-WB-001,3,11,4,0,0,4,1.2,4.8,0.72,40.0,No,0.0,Yes,1,33.4,Low,No
2024-09-02,CUST-0143,Grand Diner #143,Horeca,suburban,Whole Wheat,SKU-WW-002,4,39,31,3,1,28,1.26,39.2,0.9,28.83,Yes,15.7,No,0,68.6,Medium,Yes
2024-08-06,CUST-0055,Bread Haven #55,Bakery Shop,urban,Toast Bread,SKU-TB-005,5,48,35,6,2,29,1.4,49.0,0.8,42.86,No,0.0,No,0,67.1,Medium,Yes
2024-11-20,CUST-0121,Grand Diner #121,Horeca,urban,Toast Bread,SKU-TB-005,5,12,6,2,2,4,1.4,8.4,0.8,42.86,No,0.0,No,2,21.7,Low,Yes
2024-12-31,CUST-0133,FreshMart #133,Supermarket,rural,White Bread,SKU-WB-001,3,317,267,32,10,235,1.2,320.4,0.72,40.0,No,0.0,No,1,87.6,High Volume,Yes
2024-10-22,CUST-0185,Sweet Crust #185,Bakery Shop,urban,Whole Wheat,SKU-WW-002,4,29,20,3,1,17,1.5,30.0,0.9,40.0,No,0.0,No,0,50.5,Medium,Yes
2024-07-13,CUST-0124,FastCorner #124,Minimarket,urban,Lavash,SKU-LV-004,5,17,11,3,2,8,0.9,9.9,0.5,44.44,No,0.0,No,2,41.7,Low,No
2024-09-21,CUST-0182,DailyMart #182,Minimarket,suburban,Toast Bread,SKU-TB-005,5,38,23,8,2,15,1.4,32.2,0.8,42.86,No,0.0,No,0,46.8,Low,Yes
2024-12-21,CUST-0019,MiniStop #19,Minimarket,urban,Baguette,SKU-BG-003,1,24,15,6,2,9,1.67,24.98,1.0,39.94,Yes,7.5,No,0,41.1,Low,No
2024-07-31,CUST-0065,Tavern Hill #65,Horeca,suburban,Whole Wheat,SKU-WW-002,4,116,95,7,7,88,1.5,142.5,0.9,40.0,No,0.0,No,1,83.3,High Volume,Yes
2024-07-10,CUST-0090,QuickStop #90,Supermarket,suburban,White Bread,SKU-WB-001,3,257,213,15,13,198,1.2,255.6,0.72,40.0,No,0.0,No,0,74.6,High Volume,Yes
2024-12-31,CUST-0140,Grand Diner #140,Horeca,suburban,Whole Wheat,SKU-WW-002,4,14,7,2,1,5,1.5,10.5,0.9,40.0,No,0.0,No,0,29.9,Low,No
2024-12-14,CUST-0020,EasyBuy #20,Supermarket,rural,Baguette,SKU-BG-003,1,242,193,35,14,158,1.8,347.4,1.0,44.44,No,0.0,No,3,74.4,High Volume,Yes
2024-08-14,CUST-0047,Corner Shop #47,Minimarket,rural,Whole Wheat,SKU-WW-002,4,32,16,7,3,9,1.5,24.0,0.9,40.0,No,0.0,No,0,21.0,Low,Yes
2024-12-20,CUST-0027,Plaza Bistro #27,Horeca,urban,Lavash,SKU-LV-004,5,22,11,3,2,8,0.9,9.9,0.5,44.44,No,0.0,No,0,28.0,Low,Yes
2024-07-31,CUST-0124,FastCorner #124,Minimarket,urban,Whole Wheat,SKU-WW-002,4,15,8,2,1,6,1.5,12.0,0.9,40.0,No,0.0,No,0,53.0,Low,Yes
2024-07-24,CUST-0090,QuickStop #90,Supermarket,suburban,Whole Wheat,SKU-WW-002,4,305,240,20,15,220,1.5,360.0,0.9,40.0,No,0.0,No,0,75.5,High Volume,Yes
2024-09-27,CUST-0168,Artisan Loaf #168,Bakery Shop,suburban,Lavash,SKU-LV-004,5,50,37,5,2,32,0.8,29.6,0.5,37.51,Yes,11.1,No,0,60.9,Medium,Yes
2024-07-05,CUST-0073,Café Central #73,Horeca,rural,Baguette,SKU-BG-003,1,15,6,3,4,3,1.8,10.8,1.0,44.44,No,0.0,No,0,18.2,Low,No
2024-12-16,CUST-0185,Sweet Crust #185,Bakery Shop,urban,Lavash,SKU-LV-004,5,58,45,7,2,38,0.9,40.5,0.5,44.44,No,0.0,No,0,61.0,Medium,No
2024-07-19,CUST-0178,QuickStop #178,Supermarket,suburban,Whole Wheat,SKU-WW-002,4,95,63,12,5,51,1.5,94.5,0.9,40.0,No,0.0,No,0,64.9,Medium,Yes
2024-11-03,CUST-0191,Flour House #191,Bakery Shop,rural,White Bread,SKU-WB-001,3,136,117,16,1,101,1.2,140.4,0.72,40.0,No,0.0,No,0,70.7,High Volume,Yes
2024-07-06,CUST-0072,PrimeMart #72,Supermarket,suburban,Toast Bread,SKU-TB-005,5,357,117,0,0,117,1.4,163.8,0.8,42.86,No,0.0,Yes,1,81.2,High Volume,Yes
2024-11-09,CUST-0086,Urban Grill #86,Horeca,rural,White Bread,SKU-WB-001,3,98,76,9,4,67,1.2,91.2,0.72,40.0,No,0.0,No,0,80.8,High Volume,Yes
2024-11-01,CUST-0113,Golden Crust #113,Bakery Shop,rural,Lavash,SKU-LV-004,5,14,7,3,2,4,0.9,6.3,0.5,44.44,No,0.0,No,1,41.0,Low,No
2024-08-25,CUST-0089,Tavern Hill #89,Horeca,suburban,Lavash,SKU-LV-004,5,15,8,2,1,6,0.9,7.2,0.5,44.44,No,0.0,No,0,25.1,Low,No
2024-11-12,CUST-0140,Grand Diner #140,Horeca,suburban,Whole Wheat,SKU-WW-002,4,21,10,4,2,6,1.5,15.0,0.9,40.0,No,0.0,No,0,30.4,Low,Yes
2024-07-16,CUST-0099,Golden Crust #99,Bakery Shop,urban,White Bread,SKU-WB-001,3,38,27,3,5,24,1.2,32.4,0.72,40.0,No,0.0,No,2,48.7,Medium,Yes
2024-07-28,CUST-0001,SunMart #1,Supermarket,urban,Baguette,SKU-BG-003,1,362,292,36,16,256,1.8,525.6,1.0,44.44,No,0.0,No,0,80.6,High Volume,Yes
2024-10-28,CUST-0029,EasyBuy #29,Supermarket,suburban,Lavash,SKU-LV-004,5,108,76,14,4,62,0.9,68.4,0.5,44.44,No,0.0,No,0,52.3,Medium,Yes
2024-07-12,CUST-0160,FastCorner #160,Minimarket,rural,White Bread,SKU-WB-001,3,27,12,5,9,7,1.2,14.4,0.72,40.0,No,0.0,No,2,18.5,Low,No
2024-11-08,CUST-0155,Flour House #155,Bakery Shop,urban,Baguette,SKU-BG-003,1,41,32,6,1,26,1.57,50.23,1.0,36.29,Yes,12.8,No,0,51.5,Medium,Yes
2024-07-29,CUST-0004,NearStop #4,Minimarket,rural,Toast Bread,SKU-TB-005,5,79,54,14,2,40,1.4,75.6,0.8,42.86,No,0.0,No,0,72.6,Medium,Yes
2024-08-12,CUST-0047,Corner Shop #47,Minimarket,rural,Whole Wheat,SKU-WW-002,4,14,6,3,2,3,1.5,9.0,0.9,40.0,No,0.0,No,0,22.4,Low,No
2024-09-20,CUST-0008,FreshMart #8,Supermarket,urban,White Bread,SKU-WB-001,3,218,173,13,12,160,1.2,207.6,0.72,40.0,No,0.0,No,0,88.5,High Volume,Yes
2024-10-21,CUST-0128,Tavern Hill #128,Horeca,rural,Lavash,SKU-LV-004,5,62,40,9,3,31,0.9,36.0,0.5,44.44,No,0.0,No,0,69.4,Medium,Yes
2024-11-06,CUST-0054,Harbor Inn #54,Horeca,rural,Toast Bread,SKU-TB-005,5,57,42,8,3,34,1.32,55.51,0.8,39.47,Yes,5.6,No,2,71.3,Medium,Yes
2024-11-06,CUST-0198,Sweet Crust #198,Bakery Shop,rural,Toast Bread,SKU-TB-005,5,100,73,11,4,62,1.4,102.2,0.8,42.86,No,0.0,No,0,90.0,High Volume,Yes
2024-11-04,CUST-0092,Golden Crust #92,Bakery Shop,rural,White Bread,SKU-WB-001,3,28,17,5,3,12,1.2,20.4,0.72,40.0,No,0.0,No,0,44.3,Medium,Yes
2024-08-22,CUST-0018,Morning Loaf #18,Bakery Shop,rural,Baguette,SKU-BG-003,1,44,31,8,4,23,1.51,46.7,1.0,33.63,Yes,16.3,No,2,71.2,Medium,Yes
